field,type
CDMC023_6_DIFF_CDMC024_12,numeric
CDMC038_DIFF2_CDMC039,numeric
CDMC035_DIFF2_CDMC036,numeric
CDMC088_DIFF2_CDMC089,numeric
CDMC085_DIFF2_CDMC086,numeric
CDMC210_DIFF2_CDMC211,numeric
CDMC207_DIFF2_CDMC208,numeric
CDMC066_DIFF2_CDMC067,numeric
CDMC063_DIFF2_CDMC064,numeric
CDMC005_DIFF2_CDMC006,numeric
CDMC002_DIFF2_CDMC003,numeric
CDMC008_DIFF2_CDMC009,numeric
CDMC103_DIFF2_CDMC104,numeric
CDMC164_DIFF2_CDMC165,numeric
CDMC161_DIFF2_CDMC162,numeric
CDMC216_DIFF2_CDMC217,numeric
CDMC213_DIFF2_CDMC214,numeric
CDMC136_DIFF2_CDMC137,numeric
CDMC133_DIFF2_CDMC134,numeric
CDMC142_DIFF2_CDMC143,numeric
CDMC139_DIFF2_CDMC140,numeric
CDMC148_DIFF2_CDMC149,numeric
CDMC145_DIFF2_CDMC146,numeric
CDMC248_DIFF2_CDMC249,numeric
CDMC072_DIFF2_CDMC073,numeric
CDMC069_DIFF2_CDMC070,numeric
CDMC170_DIFF2_CDMC171,numeric
CDMC167_DIFF2_CDMC168,numeric
CDMC044_DIFF2_CDMC045,numeric
CDMC041_DIFF2_CDMC042,numeric
CDMC094_DIFF2_CDMC095,numeric
CDMC091_DIFF2_CDMC092,numeric
CDMC182_DIFF2_CDMC183,numeric
CDMC179_DIFF2_CDMC180,numeric
CDMC112_DIFF2_CDMC113,numeric
CDMC158_DIFF2_CDMC159,numeric
CDMC155_DIFF2_CDMC156,numeric
CDMC256_DIFF2_CDMC257,numeric
CDMC253_DIFF2_CDMC254,numeric
CDMC082_DIFF2_CDMC083,numeric
CDMC079_DIFF2_CDMC080,numeric
CDMC050_DIFF2_CDMC051,numeric
CDMC047_DIFF2_CDMC048,numeric
CDMC176_DIFF2_CDMC177,numeric
CDMC173_DIFF2_CDMC174,numeric
CDMC124_DIFF2_CDMC125,numeric
CDMC121_DIFF2_CDMC122,numeric
CDMC100_DIFF2_CDMC101,numeric
CDMC096_DIFF2_CDMC098,numeric
CDMC198_DIFF2_CDMC199,numeric
CDMC195_DIFF2_CDMC196,numeric
CDMC016_DIFF2_CDMC017,numeric
CDMC013_DIFF2_CDMC014,numeric
CDMC259_DIFF2_CDMC260,numeric
CDMC130_DIFF2_CDMC131,numeric
CDMC127_DIFF2_CDMC128,numeric
CDMC032_DIFF2_CDMC033,numeric
CDMC029_DIFF2_CDMC030,numeric
CDMC204_DIFF2_CDMC205,numeric
CDMC201_DIFF2_CDMC202,numeric
CDMC056_DIFF2_CDMC057,numeric
CDMC053_DIFF2_CDMC054,numeric
CDMC188_DIFF2_CDMC189,numeric
CDMC185_DIFF2_CDMC186,numeric
CDMC026_DIFF2_CDMC027,numeric
CDMC023_DIFF2_CDMC024,numeric
CDMC490_divide_1,numeric
CDMC492_divide_6,numeric
CDMC494_divide_12,numeric
CDMC496_divide_1,numeric
CDMC498_divide_6,numeric
CDMC500_divide_12,numeric
CDMC426_divide_1,numeric
CDMC428_divide_6,numeric
CDMC430_divide_12,numeric
CDMC432_divide_1,numeric
CDMC434_divide_6,numeric
CDMC436_divide_12,numeric
CDMC934_divide_1,numeric
CDMC936_divide_1,numeric
CDMC675_divide_1,numeric
CDMC677_divide_6,numeric
CDMC682_divide_12,numeric
CDMC686_divide_1,numeric
CDMC690_divide_6,numeric
CDMC694_divide_12,numeric
CDMC1175_divide_1,numeric
CDMC1173_divide_1,numeric
CDMC616_divide_1,numeric
CDMC618_divide_6,numeric
CDMC620_divide_12,numeric
CDMC622_divide_1,numeric
CDMC624_divide_6,numeric
CDMC626_divide_12,numeric
CDMC632_divide_1,numeric
CDMC634_divide_6,numeric
CDMC636_divide_12,numeric
CDMC638_divide_1,numeric
CDMC640_divide_6,numeric
CDMC642_divide_12,numeric
CDMC747_divide_1,numeric
CDMC749_divide_6,numeric
CDMC748_divide_1,numeric
CDMC708_divide_1,numeric
CDMC710_divide_6,numeric
CDMC712_divide_12,numeric
CDMC714_divide_1,numeric
CDMC716_divide_6,numeric
CDMC718_divide_12,numeric
CDMC870_divide_1,numeric
CDMC875_divide_12,numeric
CDMC878_divide_1,numeric
CDMC656_divide_1,numeric
CDMC658_divide_6,numeric
CDMC660_divide_12,numeric
CDMC662_divide_1,numeric
CDMC664_divide_6,numeric
CDMC666_divide_12,numeric
CDMC21372_divide_1,numeric
CDMC21378_divide_6,numeric
CDMC21384_divide_12,numeric
CDMC21390_divide_1,numeric
CDMC21396_divide_6,numeric
CDMC21402_divide_12,numeric
CDMC22419_divide_1,numeric
CDMC22426_divide_1,numeric
CDMC22161_divide_1,numeric
CDMC22168_divide_6,numeric
CDMC22178_divide_12,numeric
CDMC22187_divide_1,numeric
CDMC22196_divide_6,numeric
CDMC22205_divide_12,numeric
CDMC001_divide_CDMC004,numeric
CDMC002_divide_CDMC005,numeric
CDMC003_divide_CDMC006,numeric
CDMC007_divide_CDMC010,numeric
CDMC008_divide_CDMC011,numeric
CDMC012_divide_CDMC015,numeric
CDMC013_divide_CDMC016,numeric
CDMC014_divide_CDMC017,numeric
CDMC018_divide_CDMC020,numeric
CDMC019_divide_CDMC021,numeric
CDMC022_divide_CDMC025,numeric
CDMC023_divide_CDMC026,numeric
CDMC024_divide_CDMC027,numeric
CDMC028_divide_CDMC031,numeric
CDMC029_divide_CDMC032,numeric
CDMC030_divide_CDMC033,numeric
CDMC034_divide_CDMC037,numeric
CDMC035_divide_CDMC038,numeric
CDMC036_divide_CDMC039,numeric
CDMC040_divide_CDMC043,numeric
CDMC041_divide_CDMC044,numeric
CDMC042_divide_CDMC045,numeric
CDMC046_divide_CDMC049,numeric
CDMC047_divide_CDMC050,numeric
CDMC048_divide_CDMC051,numeric
CDMC052_divide_CDMC055,numeric
CDMC053_divide_CDMC056,numeric
CDMC054_divide_CDMC057,numeric
CDMC058_divide_CDMC060,numeric
CDMC059_divide_CDMC061,numeric
CDMC062_divide_CDMC065,numeric
CDMC063_divide_CDMC066,numeric
CDMC064_divide_CDMC067,numeric
CDMC068_divide_CDMC071,numeric
CDMC069_divide_CDMC072,numeric
CDMC070_divide_CDMC073,numeric
CDMC074_divide_CDMC076,numeric
CDMC075_divide_CDMC077,numeric
CDMC078_divide_CDMC081,numeric
CDMC079_divide_CDMC082,numeric
CDMC080_divide_CDMC083,numeric
CDMC084_divide_CDMC087,numeric
CDMC085_divide_CDMC088,numeric
CDMC086_divide_CDMC089,numeric
CDMC090_divide_CDMC093,numeric
CDMC091_divide_CDMC094,numeric
CDMC092_divide_CDMC095,numeric
CDMC096_divide_CDMC100,numeric
CDMC097_divide_CDMC099,numeric
CDMC098_divide_CDMC101,numeric
CDMC102_divide_CDMC105,numeric
CDMC104_divide_CDMC106,numeric
CDMC107_divide_CDMC109,numeric
CDMC108_divide_CDMC110,numeric
CDMC111_divide_CDMC114,numeric
CDMC112_divide_CDMC115,numeric
CDMC116_divide_CDMC118,numeric
CDMC117_divide_CDMC119,numeric
CDMC120_divide_CDMC123,numeric
CDMC121_divide_CDMC124,numeric
CDMC122_divide_CDMC125,numeric
CDMC126_divide_CDMC129,numeric
CDMC127_divide_CDMC130,numeric
CDMC128_divide_CDMC131,numeric
CDMC132_divide_CDMC135,numeric
CDMC133_divide_CDMC136,numeric
CDMC134_divide_CDMC137,numeric
CDMC138_divide_CDMC141,numeric
CDMC139_divide_CDMC142,numeric
CDMC140_divide_CDMC143,numeric
CDMC144_divide_CDMC147,numeric
CDMC145_divide_CDMC148,numeric
CDMC146_divide_CDMC149,numeric
CDMC150_divide_CDMC152,numeric
CDMC151_divide_CDMC153,numeric
CDMC154_divide_CDMC157,numeric
CDMC155_divide_CDMC158,numeric
CDMC156_divide_CDMC159,numeric
CDMC160_divide_CDMC163,numeric
CDMC161_divide_CDMC164,numeric
CDMC162_divide_CDMC165,numeric
CDMC166_divide_CDMC169,numeric
CDMC167_divide_CDMC170,numeric
CDMC168_divide_CDMC171,numeric
CDMC172_divide_CDMC175,numeric
CDMC173_divide_CDMC176,numeric
CDMC174_divide_CDMC177,numeric
CDMC178_divide_CDMC181,numeric
CDMC179_divide_CDMC182,numeric
CDMC180_divide_CDMC183,numeric
CDMC184_divide_CDMC187,numeric
CDMC185_divide_CDMC188,numeric
CDMC186_divide_CDMC189,numeric
CDMC190_divide_CDMC192,numeric
CDMC191_divide_CDMC193,numeric
CDMC194_divide_CDMC197,numeric
CDMC195_divide_CDMC198,numeric
CDMC196_divide_CDMC199,numeric
CDMC200_divide_CDMC203,numeric
CDMC201_divide_CDMC204,numeric
CDMC202_divide_CDMC205,numeric
CDMC206_divide_CDMC209,numeric
CDMC207_divide_CDMC210,numeric
CDMC208_divide_CDMC211,numeric
CDMC212_divide_CDMC215,numeric
CDMC213_divide_CDMC216,numeric
CDMC214_divide_CDMC217,numeric
CDMC218_divide_CDMC220,numeric
CDMC219_divide_CDMC221,numeric
CDMC222_divide_CDMC234,numeric
CDMC247_divide_CDMC250,numeric
CDMC248_divide_CDMC251,numeric
CDMC252_divide_CDMC255,numeric
CDMC253_divide_CDMC256,numeric
CDMC254_divide_CDMC257,numeric
CDMC258_divide_CDMC261,numeric
CDMC259_divide_CDMC262,numeric
CDMC264_divide_CDMC266,numeric
CDMC265_divide_CDMC267,numeric
CDMC269_divide_CDMC271,numeric
CDMC270_divide_CDMC268,numeric
CDMC275_divide_CDMC273,numeric
CDMC276_divide_CDMC274,numeric
CDMC277_divide_CDMC278,numeric
CDMC281_divide_CDMC282,numeric
CDMC283_divide_CDMC284,numeric
CDMC330_divide_CDMC332,numeric
CDMC331_divide_CDMC333,numeric
CDMC334_divide_CDMC336,numeric
CDMC335_divide_CDMC337,numeric
CDMC490,numeric
CDMC492,numeric
CDMC494,numeric
CDMC496,numeric
CDMC498,numeric
CDMC500,numeric
CDMC490_divide_CDMC496,numeric
CDMC492_divide_CDMC498,numeric
CDMC494_divide_CDMC500,numeric
CDMC426,numeric
CDMC428,numeric
CDMC430,numeric
CDMC432,numeric
CDMC434,numeric
CDMC436,numeric
CDMC426_divide_CDMC432,numeric
CDMC428_divide_CDMC434,numeric
CDMC430_divide_CDMC436,numeric
CDMC934,numeric
CDMC936,numeric
CDMC934_divide_CDMC936,numeric
CDMC675,numeric
CDMC677,numeric
CDMC682,numeric
CDMC686,numeric
CDMC690,numeric
CDMC694,numeric
CDMC675_divide_CDMC686,numeric
CDMC677_divide_CDMC690,numeric
CDMC682_divide_CDMC694,numeric
CDMC1175,numeric
CDMC1173,numeric
CDMC1173_divide_CDMC1175,numeric
CDMC616,numeric
CDMC618,numeric
CDMC620,numeric
CDMC622,numeric
CDMC624,numeric
CDMC626,numeric
CDMC616_divide_CDMC622,numeric
CDMC618_divide_CDMC624,numeric
CDMC620_divide_CDMC626,numeric
CDMC632,numeric
CDMC634,numeric
CDMC636,numeric
CDMC638,numeric
CDMC640,numeric
CDMC642,numeric
CDMC632_divide_CDMC638,numeric
CDMC634_divide_CDMC640,numeric
CDMC636_divide_CDMC642,numeric
CDMC747,numeric
CDMC749,numeric
CDMC748,numeric
CDMC747_divide_CDMC748,numeric
CDMC708,numeric
CDMC710,numeric
CDMC712,numeric
CDMC714,numeric
CDMC716,numeric
CDMC718,numeric
CDMC708_divide_CDMC714,numeric
CDMC710_divide_CDMC716,numeric
CDMC712_divide_CDMC718,numeric
CDMC870,numeric
CDMC875,numeric
CDMC878,numeric
CDMC883,numeric
CDMC870_divide_CDMC878,numeric
CDMC875_divide_CDMC883,numeric
CDMC656,numeric
CDMC658,numeric
CDMC660,numeric
CDMC662,numeric
CDMC664,numeric
CDMC666,numeric
CDMC21372,numeric
CDMC21378,numeric
CDMC21384,numeric
CDMC21390,numeric
CDMC21396,numeric
CDMC21402,numeric
CDMC21372_divide_CDMC21390,numeric
CDMC21378_divide_CDMC21396,numeric
CDMC21384_divide_CDMC21402,numeric
CDMC22419,numeric
CDMC22426,numeric
CDMC22161,numeric
CDMC22168,numeric
CDMC22178,numeric
CDMC22187,numeric
CDMC22196,numeric
CDMC22205,numeric
CDMC22161_divide_CDMC22187,numeric
CDMC22168_divide_CDMC22196,numeric
CDMC22178_divide_CDMC22205,numeric
CDCT004_divide_CDCT007,numeric
CDCT005_divide_CDCT008,numeric
CDCT006_divide_CDCT009,numeric
CDTB001_divide_CDTB016,numeric
CDTB002_divide_CDTB017,numeric
CDTB003_divide_CDTB018,numeric
CDTB004_divide_CDTB019,numeric
CDTB031_divide_CDTB045,numeric
CDTB032_divide_CDTB046,numeric
CDTB033_divide_CDTB047,numeric
CDTB059_divide_CDTB062,numeric
CDTB060_divide_CDTB063,numeric
CDTB061_divide_CDTB064,numeric
CDTB065_divide_CDTB066,numeric
CDTB154_divide_CDTB156,numeric
CDTB155_divide_CDTB157,numeric
CDTB158_divide_CDTB180,numeric
CDTB159_divide_CDTB181,numeric
CDTB160_divide_CDTB182,numeric
CDTB161_divide_CDTB183,numeric
CDTB162_divide_CDTB184,numeric
CDTB163_divide_CDTB185,numeric
CDTB164_divide_CDTB186,numeric
CDTB165_divide_CDTB187,numeric
CDTB166_divide_CDTB188,numeric
CDTB167_divide_CDTB189,numeric
CDTB168_divide_CDTB190,numeric
CDTB169_divide_CDTB191,numeric
CDTB170_divide_CDTB192,numeric
CDTB171_divide_CDTB193,numeric
CDTB172_divide_CDTB194,numeric
CDTB173_divide_CDTB195,numeric
CDTB174_divide_CDTB196,numeric
CDTB175_divide_CDTB197,numeric
CDTB176_divide_CDTB198,numeric
CDTB177_divide_CDTB199,numeric
CDTB178_divide_CDTB200,numeric
CDTB179_divide_CDTB201,numeric
CDTB208_divide_CDTB202,numeric
CDTB209_divide_CDTB204,numeric
CDTB210_divide_CDTB206,numeric
CDTB211_divide_CDTB213,numeric
CDTB212_divide_CDTB214,numeric
CDTB241_divide_CDTB244,numeric
CDTB242_divide_CDTB245,numeric
CDTB243_divide_CDTB246,numeric
CDTB247_divide_CDTB249,numeric
CDTB248_divide_CDTB250,numeric
CDTB291_divide_CDTB295,numeric
CDTB292_divide_CDTB296,numeric
CDTC001_divide_CDTC004,numeric
CDTC002_divide_CDTC005,numeric
CDTC003_divide_CDTC006,numeric
CDTC007_divide_CDTC009,numeric
CDTC008_divide_CDTC010,numeric
CDTC011_divide_CDTC013,numeric
CDTC012_divide_CDTC014,numeric
CDTC021_divide_CDTC036,numeric
CDTC033_divide_CDTC048,numeric
CDTC034_divide_CDTC049,numeric
CDTC035_divide_CDTC050,numeric
CDTP013_divide_CDTP015,numeric
CDTP001_divide_CDTP014,numeric
CDTP016_divide_CDTP030,numeric
CDTP028_divide_CDTP031,numeric
CDTP029_divide_CDTP032,numeric
CDTP033_divide_CDTP047,numeric
CDTP045_divide_CDTP059,numeric
CDTP046_divide_CDTP060,numeric
CDTP063_divide_CDTP061,numeric
CDTP064_divide_CDTP062,numeric
CDTP065_divide_CDTP077,numeric
CDTP092_divide_CDTP095,numeric
CDTP093_divide_CDTP096,numeric
CDTP094_divide_CDTP097,numeric
CDTP113_divide_CDTP098,numeric
CDTP127_divide_CDTP112,numeric
CDTP110_divide_CDTP125,numeric
CDTP111_divide_CDTP126,numeric
CDTP145_divide_CDTP147,numeric
CDTP144_divide_CDTP148,numeric
CDTP146_divide_CDTP149,numeric
CDTP150_divide_CDTP151,numeric
CDTP171_divide_CDTP172,numeric
CDTT015_divide_CDTT028,numeric
CDTT027_divide_CDTT040,numeric
CDTT043_divide_CDTT055,numeric
CDTT067_divide_CDTT080,numeric
CDTT079_divide_CDTT092,numeric
CDTT093_divide_CDTT096,numeric
CDTT094_divide_CDTT097,numeric
CDTT095_divide_CDTT098,numeric
CDTT105_divide_CDTT107,numeric
CDTC007_divide_CDTC009_diffrate,numeric
CDTP063_divide_CDTP061_diffrate,numeric
CDTB211_divide_CDTB213_diffrate,numeric
CDTB160_divide_CDTB182_diffrate,numeric
CDTB164_divide_CDTB186_diffrate,numeric
CDTB168_divide_CDTB190_diffrate,numeric
CDTB176_divide_CDTB198_diffrate,numeric
CDTB170_divide_CDTB192_diffrate,numeric
CDTB172_divide_CDTB194_diffrate,numeric
CDTB162_divide_CDTB184_diffrate,numeric
CDTB166_divide_CDTB188_diffrate,numeric
CDTB174_divide_CDTB196_diffrate,numeric
CDTB178_divide_CDTB200_diffrate,numeric
CDTB158_divide_CDTB180_diffrate,numeric
CDTC011_divide_CDTC013_diffrate,numeric
CDTT015_divide_CDTT028_diffrate,numeric
CDTB154_divide_CDTB156_diffrate,numeric
CDTT067_divide_CDTT080_diffrate,numeric
CDTP001_divide_CDTP014_diffrate,numeric
CDTB291_divide_CDTB295_diffrate,numeric
CDTB002_divide_CDTB017_diff,numeric
CDTB003_divide_CDTB018_diff,numeric
CDTB004_divide_CDTB019_diff,numeric
CDCT005_divide_CDCT008_diff,numeric
CDCT006_divide_CDCT009_diff,numeric
CDTP045_divide_CDTP059_diff,numeric
CDTP046_divide_CDTP060_diff,numeric
CDTC002_divide_CDTC005_diff,numeric
CDTC003_divide_CDTC006_diff,numeric
CDTT094_divide_CDTT097_diff,numeric
CDTT095_divide_CDTT098_diff,numeric
CDTB032_divide_CDTB046_diff,numeric
CDTB033_divide_CDTB047_diff,numeric
CDTC033_divide_CDTC048_diff,numeric
CDTC034_divide_CDTC049_diff,numeric
CDTC035_divide_CDTC050_diff,numeric
CDTP110_divide_CDTP125_diff,numeric
CDTP111_divide_CDTP126_diff,numeric
CDTP127_divide_CDTP112_diff,numeric
CDTP093_divide_CDTP096_diff,numeric
CDTP094_divide_CDTP097_diff,numeric
CDTB060_divide_CDTB063_diff,numeric
CDTB061_divide_CDTB064_diff,numeric
CDTB248_divide_CDTB250_diff,numeric
CDTP028_divide_CDTP031_diff,numeric
CDTP029_divide_CDTP032_diff,numeric
CDTP144_divide_CDTP148_diff,numeric
CDTP146_divide_CDTP149_diff,numeric
CDTB242_divide_CDTB245_diff,numeric
CDTB243_divide_CDTB246_diff,numeric
CDTB002_divide_CDTB017_diffrate,numeric
CDTB003_divide_CDTB018_diffrate,numeric
CDTB004_divide_CDTB019_diffrate,numeric
CDCT005_divide_CDCT008_diffrate,numeric
CDCT006_divide_CDCT009_diffrate,numeric
CDTP045_divide_CDTP059_diffrate,numeric
CDTP046_divide_CDTP060_diffrate,numeric
CDTC002_divide_CDTC005_diffrate,numeric
CDTC003_divide_CDTC006_diffrate,numeric
CDTT094_divide_CDTT097_diffrate,numeric
CDTT095_divide_CDTT098_diffrate,numeric
CDTB032_divide_CDTB046_diffrate,numeric
CDTB033_divide_CDTB047_diffrate,numeric
CDTC033_divide_CDTC048_diffrate,numeric
CDTC034_divide_CDTC049_diffrate,numeric
CDTC035_divide_CDTC050_diffrate,numeric
CDTP110_divide_CDTP125_diffrate,numeric
CDTP111_divide_CDTP126_diffrate,numeric
CDTP127_divide_CDTP112_diffrate,numeric
CDTP093_divide_CDTP096_diffrate,numeric
CDTP094_divide_CDTP097_diffrate,numeric
CDTB060_divide_CDTB063_diffrate,numeric
CDTB061_divide_CDTB064_diffrate,numeric
CDTB248_divide_CDTB250_diffrate,numeric
CDTP028_divide_CDTP031_diffrate,numeric
CDTP029_divide_CDTP032_diffrate,numeric
CDTP144_divide_CDTP148_diffrate,numeric
CDTP146_divide_CDTP149_diffrate,numeric
CDTB242_divide_CDTB245_diffrate,numeric
CDTB243_divide_CDTB246_diffrate,numeric
CDTB003_divide_CDTB018_diff2,numeric
CDTB004_divide_CDTB019_diff2,numeric
CDCT006_divide_CDCT009_diff2,numeric
CDTP046_divide_CDTP060_diff2,numeric
CDTC003_divide_CDTC006_diff2,numeric
CDTT095_divide_CDTT098_diff2,numeric
CDTB033_divide_CDTB047_diff2,numeric
CDTC034_divide_CDTC049_diff2,numeric
CDTC035_divide_CDTC050_diff2,numeric
CDTP111_divide_CDTP126_diff2,numeric
CDTP127_divide_CDTP112_diff2,numeric
CDTP094_divide_CDTP097_diff2,numeric
CDTB061_divide_CDTB064_diff2,numeric
CDTP029_divide_CDTP032_diff2,numeric
CDTP146_divide_CDTP149_diff2,numeric
CDTB243_divide_CDTB246_diff2,numeric
CDTB003_divide_CDTB018_diff2rate,numeric
CDTB004_divide_CDTB019_diff2rate,numeric
CDCT006_divide_CDCT009_diff2rate,numeric
CDTP046_divide_CDTP060_diff2rate,numeric
CDTC003_divide_CDTC006_diff2rate,numeric
CDTT095_divide_CDTT098_diff2rate,numeric
CDTB033_divide_CDTB047_diff2rate,numeric
CDTC034_divide_CDTC049_diff2rate,numeric
CDTC035_divide_CDTC050_diff2rate,numeric
CDTP111_divide_CDTP126_diff2rate,numeric
CDTP127_divide_CDTP112_diff2rate,numeric
CDTP094_divide_CDTP097_diff2rate,numeric
CDTB061_divide_CDTB064_diff2rate,numeric
CDTP029_divide_CDTP032_diff2rate,numeric
CDTP146_divide_CDTP149_diff2rate,numeric
CDTB243_divide_CDTB246_diff2rate,numeric
CDTC009_avgby_01_diffrate,numeric
CDTC007_avgby_01_diffrate,numeric
CDTP061_avgby_01_diffrate,numeric
CDTP063_avgby_01_diffrate,numeric
CDTB213_avgby_01_diffrate,numeric
CDTB211_avgby_01_diffrate,numeric
CDTB182_avgby_01_diffrate,numeric
CDTB160_avgby_01_diffrate,numeric
CDTB186_avgby_01_diffrate,numeric
CDTB164_avgby_01_diffrate,numeric
CDTB190_avgby_01_diffrate,numeric
CDTB168_avgby_01_diffrate,numeric
CDTB198_avgby_01_diffrate,numeric
CDTB176_avgby_01_diffrate,numeric
CDTB192_avgby_01_diffrate,numeric
CDTB170_avgby_01_diffrate,numeric
CDTB194_avgby_01_diffrate,numeric
CDTB172_avgby_01_diffrate,numeric
CDTB184_avgby_01_diffrate,numeric
CDTB162_avgby_01_diffrate,numeric
CDTB188_avgby_01_diffrate,numeric
CDTB166_avgby_01_diffrate,numeric
CDTB196_avgby_01_diffrate,numeric
CDTB174_avgby_01_diffrate,numeric
CDTB200_avgby_01_diffrate,numeric
CDTB178_avgby_01_diffrate,numeric
CDTB180_avgby_01_diffrate,numeric
CDTB158_avgby_01_diffrate,numeric
CDTC013_avgby_01_diffrate,numeric
CDTC011_avgby_01_diffrate,numeric
CDTT028_avgby_01_diffrate,numeric
CDTT015_avgby_01_diffrate,numeric
CDTB156_avgby_01_diffrate,numeric
CDTB154_avgby_01_diffrate,numeric
CDTP136_avgby_03_diffrate,numeric
CDTB247_avgby_01_diffrate,numeric
CDTT080_avgby_01_diffrate,numeric
CDTT067_avgby_01_diffrate,numeric
CDTP014_avgby_01_diffrate,numeric
CDTP001_avgby_01_diffrate,numeric
CDTB295_avgby_01_diffrate,numeric
CDTB291_avgby_01_diffrate,numeric
CDTP142_avgby_01_diffrate,numeric
CDTB239_avgby_01_diffrate,numeric
CDTB068_avgby_06_diff,numeric
CDTB069_avgby_12_diff,numeric
CDTB226_avgby_03_diff,numeric
CDTB228_avgby_06_diff,numeric
CDTB230_avgby_12_diff,numeric
CDTB237_avgby_06_diff,numeric
CDTB238_avgby_12_diff,numeric
CDTB233_avgby_03_diff,numeric
CDTB234_avgby_06_diff,numeric
CDTB235_avgby_12_diff,numeric
CDTB017_avgby_03_diff,numeric
CDTB018_avgby_06_diff,numeric
CDTB019_avgby_12_diff,numeric
CDTB002_avgby_03_diff,numeric
CDTB003_avgby_06_diff,numeric
CDTB004_avgby_12_diff,numeric
CDCT008_avgby_06_diff,numeric
CDCT009_avgby_12_diff,numeric
CDCT005_avgby_06_diff,numeric
CDCT006_avgby_12_diff,numeric
CDTP059_avgby_06_diff,numeric
CDTP060_avgby_12_diff,numeric
CDTP045_avgby_06_diff,numeric
CDTP046_avgby_12_diff,numeric
CDTC005_avgby_06_diff,numeric
CDTC006_avgby_12_diff,numeric
CDTC002_avgby_06_diff,numeric
CDTC003_avgby_12_diff,numeric
CDTT097_avgby_06_diff,numeric
CDTT098_avgby_12_diff,numeric
CDTT094_avgby_06_diff,numeric
CDTT095_avgby_12_diff,numeric
CDTB046_avgby_06_diff,numeric
CDTB047_avgby_12_diff,numeric
CDTB032_avgby_06_diff,numeric
CDTB033_avgby_12_diff,numeric
CDTC048_avgby_03_diff,numeric
CDTC049_avgby_06_diff,numeric
