field,type
CDTC050_avgby_12_diff,numeric
CDTC033_avgby_03_diff,numeric
CDTC034_avgby_06_diff,numeric
CDTC035_avgby_12_diff,numeric
CDTP125_avgby_03_diff,numeric
CDTP126_avgby_06_diff,numeric
CDTP112_avgby_12_diff,numeric
CDTP110_avgby_03_diff,numeric
CDTP111_avgby_06_diff,numeric
CDTP127_avgby_12_diff,numeric
CDTP096_avgby_06_diff,numeric
CDTP097_avgby_12_diff,numeric
CDTP093_avgby_06_diff,numeric
CDTP094_avgby_12_diff,numeric
CDTB063_avgby_06_diff,numeric
CDTB064_avgby_12_diff,numeric
CDTB060_avgby_06_diff,numeric
CDTB061_avgby_12_diff,numeric
CDTB250_avgby_06_diff,numeric
CDTB251_avgby_12_diff,numeric
CDTP031_avgby_06_diff,numeric
CDTP032_avgby_12_diff,numeric
CDTP028_avgby_06_diff,numeric
CDTP029_avgby_12_diff,numeric
CDTP148_avgby_06_diff,numeric
CDTP149_avgby_12_diff,numeric
CDTP144_avgby_06_diff,numeric
CDTP146_avgby_12_diff,numeric
CDTB245_avgby_06_diff,numeric
CDTB246_avgby_12_diff,numeric
CDTB242_avgby_06_diff,numeric
CDTB243_avgby_12_diff,numeric
CDTB068_avgby_06_diffrate,numeric
CDTB069_avgby_12_diffrate,numeric
CDTB226_avgby_03_diffrate,numeric
CDTB228_avgby_06_diffrate,numeric
CDTB230_avgby_12_diffrate,numeric
CDTB237_avgby_06_diffrate,numeric
CDTB238_avgby_12_diffrate,numeric
CDTB233_avgby_03_diffrate,numeric
CDTB234_avgby_06_diffrate,numeric
CDTB235_avgby_12_diffrate,numeric
CDTB017_avgby_03_diffrate,numeric
CDTB018_avgby_06_diffrate,numeric
CDTB019_avgby_12_diffrate,numeric
CDTB002_avgby_03_diffrate,numeric
CDTB003_avgby_06_diffrate,numeric
CDTB004_avgby_12_diffrate,numeric
CDCT008_avgby_06_diffrate,numeric
CDCT009_avgby_12_diffrate,numeric
CDCT005_avgby_06_diffrate,numeric
CDCT006_avgby_12_diffrate,numeric
CDTP059_avgby_06_diffrate,numeric
CDTP060_avgby_12_diffrate,numeric
CDTP045_avgby_06_diffrate,numeric
CDTP046_avgby_12_diffrate,numeric
CDTC005_avgby_06_diffrate,numeric
CDTC006_avgby_12_diffrate,numeric
CDTC002_avgby_06_diffrate,numeric
CDTC003_avgby_12_diffrate,numeric
CDTT097_avgby_06_diffrate,numeric
CDTT098_avgby_12_diffrate,numeric
CDTT094_avgby_06_diffrate,numeric
CDTT095_avgby_12_diffrate,numeric
CDTB046_avgby_06_diffrate,numeric
CDTB047_avgby_12_diffrate,numeric
CDTB032_avgby_06_diffrate,numeric
CDTB033_avgby_12_diffrate,numeric
CDTC048_avgby_03_diffrate,numeric
CDTC049_avgby_06_diffrate,numeric
CDTC050_avgby_12_diffrate,numeric
CDTC033_avgby_03_diffrate,numeric
CDTC034_avgby_06_diffrate,numeric
CDTC035_avgby_12_diffrate,numeric
CDTP125_avgby_03_diffrate,numeric
CDTP126_avgby_06_diffrate,numeric
CDTP112_avgby_12_diffrate,numeric
CDTP110_avgby_03_diffrate,numeric
CDTP111_avgby_06_diffrate,numeric
CDTP127_avgby_12_diffrate,numeric
CDTP096_avgby_06_diffrate,numeric
CDTP097_avgby_12_diffrate,numeric
CDTP093_avgby_06_diffrate,numeric
CDTP094_avgby_12_diffrate,numeric
CDTB063_avgby_06_diffrate,numeric
CDTB064_avgby_12_diffrate,numeric
CDTB060_avgby_06_diffrate,numeric
CDTB061_avgby_12_diffrate,numeric
CDTB250_avgby_06_diffrate,numeric
CDTB251_avgby_12_diffrate,numeric
CDTP031_avgby_06_diffrate,numeric
CDTP032_avgby_12_diffrate,numeric
CDTP028_avgby_06_diffrate,numeric
CDTP029_avgby_12_diffrate,numeric
CDTP148_avgby_06_diffrate,numeric
CDTP149_avgby_12_diffrate,numeric
CDTP144_avgby_06_diffrate,numeric
CDTP146_avgby_12_diffrate,numeric
CDTB245_avgby_06_diffrate,numeric
CDTB246_avgby_12_diffrate,numeric
CDTB242_avgby_06_diffrate,numeric
CDTB243_avgby_12_diffrate,numeric
CDTB069_avgby_12_diff2,numeric
CDTB228_avgby_06_diff2,numeric
CDTB230_avgby_12_diff2,numeric
CDTB238_avgby_12_diff2,numeric
CDTB234_avgby_06_diff2,numeric
CDTB235_avgby_12_diff2,numeric
CDTB018_avgby_06_diff2,numeric
CDTB019_avgby_12_diff2,numeric
CDTB003_avgby_06_diff2,numeric
CDTB004_avgby_12_diff2,numeric
CDCT009_avgby_12_diff2,numeric
CDCT006_avgby_12_diff2,numeric
CDTP060_avgby_12_diff2,numeric
CDTP046_avgby_12_diff2,numeric
CDTC006_avgby_12_diff2,numeric
CDTC003_avgby_12_diff2,numeric
CDTT098_avgby_12_diff2,numeric
CDTT095_avgby_12_diff2,numeric
CDTB047_avgby_12_diff2,numeric
CDTB033_avgby_12_diff2,numeric
CDTC049_avgby_06_diff2,numeric
CDTC050_avgby_12_diff2,numeric
CDTC034_avgby_06_diff2,numeric
CDTC035_avgby_12_diff2,numeric
CDTP126_avgby_06_diff2,numeric
CDTP112_avgby_12_diff2,numeric
CDTP111_avgby_06_diff2,numeric
CDTP127_avgby_12_diff2,numeric
CDTP097_avgby_12_diff2,numeric
CDTP094_avgby_12_diff2,numeric
CDTB064_avgby_12_diff2,numeric
CDTB061_avgby_12_diff2,numeric
CDTB251_avgby_12_diff2,numeric
CDTP032_avgby_12_diff2,numeric
CDTP029_avgby_12_diff2,numeric
CDTP149_avgby_12_diff2,numeric
CDTP146_avgby_12_diff2,numeric
CDTB246_avgby_12_diff2,numeric
CDTB243_avgby_12_diff2,numeric
CDTB069_avgby_12_diff2rate,numeric
CDTB228_avgby_06_diff2rate,numeric
CDTB230_avgby_12_diff2rate,numeric
CDTB238_avgby_12_diff2rate,numeric
CDTB234_avgby_06_diff2rate,numeric
CDTB235_avgby_12_diff2rate,numeric
CDTB018_avgby_06_diff2rate,numeric
CDTB019_avgby_12_diff2rate,numeric
CDTB003_avgby_06_diff2rate,numeric
CDTB004_avgby_12_diff2rate,numeric
CDCT009_avgby_12_diff2rate,numeric
CDCT006_avgby_12_diff2rate,numeric
CDTP060_avgby_12_diff2rate,numeric
CDTP046_avgby_12_diff2rate,numeric
CDTC006_avgby_12_diff2rate,numeric
CDTC003_avgby_12_diff2rate,numeric
CDTT098_avgby_12_diff2rate,numeric
CDTT095_avgby_12_diff2rate,numeric
CDTB047_avgby_12_diff2rate,numeric
CDTB033_avgby_12_diff2rate,numeric
CDTC049_avgby_06_diff2rate,numeric
CDTC050_avgby_12_diff2rate,numeric
CDTC034_avgby_06_diff2rate,numeric
CDTC035_avgby_12_diff2rate,numeric
CDTP126_avgby_06_diff2rate,numeric
CDTP112_avgby_12_diff2rate,numeric
CDTP111_avgby_06_diff2rate,numeric
CDTP127_avgby_12_diff2rate,numeric
CDTP097_avgby_12_diff2rate,numeric
CDTP094_avgby_12_diff2rate,numeric
CDTB064_avgby_12_diff2rate,numeric
CDTB061_avgby_12_diff2rate,numeric
CDTB251_avgby_12_diff2rate,numeric
CDTP032_avgby_12_diff2rate,numeric
CDTP029_avgby_12_diff2rate,numeric
CDTP149_avgby_12_diff2rate,numeric
CDTP146_avgby_12_diff2rate,numeric
CDTB246_avgby_12_diff2rate,numeric
CDTB243_avgby_12_diff2rate,numeric
cnt_installment_sum,numeric
cnt_wdnwt_sum,numeric
amt_wdnwt_sum,numeric
cnt_wdwt_sum,numeric
amt_wdwt_sum,numeric
cnt_trade_sum,numeric
cnt_cash_sum,numeric
amt_cash_sum,numeric
cnt_consum_sum,numeric
cnt_consumc_sum,numeric
amt_consumc_sum,numeric
cnt_bankc_sum,numeric
amt_bankc_sum,numeric
cnt_wked_sum,numeric
amt_wked_sum,numeric
amt_out_sum,numeric
amt_in_sum,numeric
cnt_installment_mean,numeric
cnt_wdnwt_mean,numeric
amt_wdnwt_mean,numeric
cnt_wdwt_mean,numeric
amt_wdwt_mean,numeric
cnt_trade_mean,numeric
cnt_cash_mean,numeric
amt_cash_mean,numeric
cnt_consum_mean,numeric
cnt_consumc_mean,numeric
amt_consumc_mean,numeric
cnt_bankc_mean,numeric
amt_bankc_mean,numeric
cnt_wked_mean,numeric
amt_wked_mean,numeric
amt_out_mean,numeric
amt_in_mean,numeric
cnt_installment_var,numeric
cnt_wdnwt_var,numeric
amt_wdnwt_var,numeric
cnt_wdwt_var,numeric
amt_wdwt_var,numeric
cnt_trade_var,numeric
cnt_cash_var,numeric
amt_cash_var,numeric
cnt_consum_var,numeric
cnt_consumc_var,numeric
amt_consumc_var,numeric
cnt_bankc_var,numeric
amt_bankc_var,numeric
cnt_wked_var,numeric
amt_wked_var,numeric
amt_out_var,numeric
amt_in_var,numeric
cnt_installment_median,numeric
cnt_wdnwt_median,numeric
amt_wdnwt_median,numeric
cnt_wdwt_median,numeric
amt_wdwt_median,numeric
cnt_trade_median,numeric
cnt_cash_median,numeric
amt_cash_median,numeric
cnt_consum_median,numeric
cnt_consumc_median,numeric
amt_consumc_median,numeric
cnt_bankc_median,numeric
amt_bankc_median,numeric
cnt_wked_median,numeric
amt_wked_median,numeric
amt_out_median,numeric
amt_in_median,numeric
cnt_installment_sum_3p,numeric
cnt_wdnwt_sum_3p,numeric
amt_wdnwt_sum_3p,numeric
cnt_wdwt_sum_3p,numeric
amt_wdwt_sum_3p,numeric
cnt_trade_sum_3p,numeric
cnt_cash_sum_3p,numeric
amt_cash_sum_3p,numeric
cnt_consum_sum_3p,numeric
cnt_consumc_sum_3p,numeric
amt_consumc_sum_3p,numeric
cnt_bankc_sum_3p,numeric
amt_bankc_sum_3p,numeric
cnt_wked_sum_3p,numeric
amt_wked_sum_3p,numeric
amt_out_sum_3p,numeric
amt_in_sum_3p,numeric
cnt_installment_mean_3p,numeric
cnt_wdnwt_mean_3p,numeric
amt_wdnwt_mean_3p,numeric
cnt_wdwt_mean_3p,numeric
amt_wdwt_mean_3p,numeric
cnt_trade_mean_3p,numeric
cnt_cash_mean_3p,numeric
amt_cash_mean_3p,numeric
cnt_consum_mean_3p,numeric
cnt_consumc_mean_3p,numeric
amt_consumc_mean_3p,numeric
cnt_bankc_mean_3p,numeric
amt_bankc_mean_3p,numeric
cnt_wked_mean_3p,numeric
amt_wked_mean_3p,numeric
amt_out_mean_3p,numeric
amt_in_mean_3p,numeric
cnt_installment_var_3p,numeric
cnt_wdnwt_var_3p,numeric
amt_wdnwt_var_3p,numeric
cnt_wdwt_var_3p,numeric
amt_wdwt_var_3p,numeric
cnt_trade_var_3p,numeric
cnt_cash_var_3p,numeric
amt_cash_var_3p,numeric
cnt_consum_var_3p,numeric
cnt_consumc_var_3p,numeric
amt_consumc_var_3p,numeric
cnt_bankc_var_3p,numeric
amt_bankc_var_3p,numeric
cnt_wked_var_3p,numeric
amt_wked_var_3p,numeric
amt_out_var_3p,numeric
amt_in_var_3p,numeric
cnt_installment_median_3p,numeric
cnt_wdnwt_median_3p,numeric
amt_wdnwt_median_3p,numeric
cnt_wdwt_median_3p,numeric
amt_wdwt_median_3p,numeric
cnt_trade_median_3p,numeric
cnt_cash_median_3p,numeric
amt_cash_median_3p,numeric
cnt_consum_median_3p,numeric
cnt_consumc_median_3p,numeric
amt_consumc_median_3p,numeric
cnt_bankc_median_3p,numeric
amt_bankc_median_3p,numeric
cnt_wked_median_3p,numeric
amt_wked_median_3p,numeric
amt_out_median_3p,numeric
amt_in_median_3p,numeric
CDMC024_amt_sub_1206,numeric
CDMC036_amt_sub_1206,numeric
CDMC086_amt_sub_1206,numeric
CDMC208_amt_sub_1206,numeric
CDMC064_amt_sub_1206,numeric
CDMC003_amt_sub_1206,numeric
CDMC009_amt_sub_1206,numeric
CDMC104_amt_sub_1206,numeric
CDMC162_amt_sub_1206,numeric
CDTB230_amt_sub_1206,numeric
CDTB238_amt_sub_1206,numeric
CDTB235_amt_sub_1206,numeric
CDMC214_amt_sub_1206,numeric
CDMC134_amt_sub_1206,numeric
CDMC140_amt_sub_1206,numeric
CDMC146_amt_sub_1206,numeric
CDMC249_amt_sub_1206,numeric
CDMC070_amt_sub_1206,numeric
CDMC168_amt_sub_1206,numeric
CDMC042_amt_sub_1206,numeric
CDMC092_amt_sub_1206,numeric
CDTB004_amt_sub_1206,numeric
CDCT006_amt_sub_1206,numeric
CDMC180_amt_sub_1206,numeric
CDMC113_amt_sub_1206,numeric
CDMC156_amt_sub_1206,numeric
CDMC254_amt_sub_1206,numeric
CDTP046_amt_sub_1206,numeric
CDMC080_amt_sub_1206,numeric
CDMC048_amt_sub_1206,numeric
CDMC174_amt_sub_1206,numeric
CDTC003_amt_sub_1206,numeric
CDMC122_amt_sub_1206,numeric
CDTT095_amt_sub_1206,numeric
CDTB033_amt_sub_1206,numeric
CDTC035_amt_sub_1206,numeric
CDMC098_amt_sub_1206,numeric
CDMC196_amt_sub_1206,numeric
CDMC014_amt_sub_1206,numeric
CDMC260_amt_sub_1206,numeric
CDMC128_amt_sub_1206,numeric
CDTP127_amt_sub_1206,numeric
CDMC030_amt_sub_1206,numeric
CDTP094_amt_sub_1206,numeric
CDMC202_amt_sub_1206,numeric
CDMC054_amt_sub_1206,numeric
CDMC186_amt_sub_1206,numeric
CDTP029_amt_sub_1206,numeric
CDTP146_amt_sub_1206,numeric
CDTB243_amt_sub_1206,numeric
CDMC027_cnt_sub_1206,numeric
CDMC039_cnt_sub_1206,numeric
CDMC089_cnt_sub_1206,numeric
CDMC211_cnt_sub_1206,numeric
CDMC067_cnt_sub_1206,numeric
CDMC006_cnt_sub_1206,numeric
CDMC165_cnt_sub_1206,numeric
CDMC217_cnt_sub_1206,numeric
CDMC137_cnt_sub_1206,numeric
CDMC143_cnt_sub_1206,numeric
CDMC149_cnt_sub_1206,numeric
CDMC073_cnt_sub_1206,numeric
CDMC171_cnt_sub_1206,numeric
CDMC045_cnt_sub_1206,numeric
CDMC095_cnt_sub_1206,numeric
CDTB019_cnt_sub_1206,numeric
CDCT009_cnt_sub_1206,numeric
CDMC183_cnt_sub_1206,numeric
CDMC159_cnt_sub_1206,numeric
CDMC257_cnt_sub_1206,numeric
CDTP060_cnt_sub_1206,numeric
CDMC083_cnt_sub_1206,numeric
CDMC051_cnt_sub_1206,numeric
CDMC177_cnt_sub_1206,numeric
CDTC006_cnt_sub_1206,numeric
CDMC125_cnt_sub_1206,numeric
CDTT098_cnt_sub_1206,numeric
CDTB047_cnt_sub_1206,numeric
CDTC050_cnt_sub_1206,numeric
CDMC101_cnt_sub_1206,numeric
CDMC199_cnt_sub_1206,numeric
CDMC017_cnt_sub_1206,numeric
CDMC131_cnt_sub_1206,numeric
CDTP112_cnt_sub_1206,numeric
CDMC033_cnt_sub_1206,numeric
CDTP097_cnt_sub_1206,numeric
CDTB251_cnt_sub_1206,numeric
CDMC205_cnt_sub_1206,numeric
CDMC057_cnt_sub_1206,numeric
CDMC189_cnt_sub_1206,numeric
CDTP032_cnt_sub_1206,numeric
CDTP149_cnt_sub_1206,numeric
CDTB246_cnt_sub_1206,numeric
CDMC288_cct_sub_1206,numeric
CDTB094_cct_sub_1206,numeric
CDCT022_cct_sub_1206,numeric
CDMC024_1206_div_mc,numeric
CDMC036_1206_div_mc,numeric
CDMC086_1206_div_mc,numeric
CDMC208_1206_div_mc,numeric
CDMC064_1206_div_mc,numeric
CDMC003_1206_div_mc,numeric
CDMC162_1206_div_mc,numeric
CDMC214_1206_div_mc,numeric
CDMC134_1206_div_mc,numeric
CDMC140_1206_div_mc,numeric
CDMC146_1206_div_mc,numeric
CDMC070_1206_div_mc,numeric
CDMC168_1206_div_mc,numeric
CDMC042_1206_div_mc,numeric
CDMC092_1206_div_mc,numeric
CDTB004_1206_div_mc,numeric
CDCT006_1206_div_mc,numeric
CDMC180_1206_div_mc,numeric
CDMC156_1206_div_mc,numeric
CDMC254_1206_div_mc,numeric
CDTP046_1206_div_mc,numeric
CDMC080_1206_div_mc,numeric
CDMC048_1206_div_mc,numeric
CDMC174_1206_div_mc,numeric
CDTC003_1206_div_mc,numeric
CDMC122_1206_div_mc,numeric
CDTT095_1206_div_mc,numeric
CDTB033_1206_div_mc,numeric
CDTC035_1206_div_mc,numeric
CDMC098_1206_div_mc,numeric
CDMC196_1206_div_mc,numeric
CDMC014_1206_div_mc,numeric
CDMC128_1206_div_mc,numeric
CDTP127_1206_div_mc,numeric
CDMC030_1206_div_mc,numeric
CDTP094_1206_div_mc,numeric
CDMC202_1206_div_mc,numeric
CDMC054_1206_div_mc,numeric
CDMC186_1206_div_mc,numeric
CDTP029_1206_div_mc,numeric
CDTP146_1206_div_mc,numeric
CDTB243_1206_div_mc,numeric
bnknm_is_na,numeric
bnknm_isin_4big,numeric
bnknm_is_postal,numeric
m1m6_mstcnt_shp_issame,numeric
m1m6_mstamt_shp_issame,numeric
m1_mstcntamt_shp_issame,numeric
m6_mstcntamt_shp_issame,numeric
m12_crssbdr_transact_mstcountry_contains_canada,numeric
m12_crssbdr_transact_mstcountry_isna,numeric
m6_transact_channel_is_07,numeric
m6_transact_channel_is_na,numeric
m6_transact_channel_is_01,numeric
m6_transact_channel_is_03,numeric
bnkcrdtype_is_na,numeric
bnkcrdtype_is_agro,numeric
bnkcrdtype_is_tour,numeric
bnkcrdtype_is_other,numeric
bnkcrdlvl_is_na,numeric
bnkcrdlvl_is_gold,numeric
bnkcrdlvl_is_lkt,numeric
bnkcrdlvl_is_jst,numeric
bnkcrdlvl_is_mdk,numeric
bnkcrdlvl_is_etimes,numeric
bnkcrdlvl_is_lkcx,numeric
bnkcrdlvl_is_fn,numeric
bnkcrdlvl_is_jjicgrp,numeric
bnkcrdlvl_is_iclkt,numeric
bnkcrdlvl_is_lcjk,numeric
bnkcrdlvl_is_jric,numeric
bnkcrdlvl_is_lt,numeric
bnkcrdlvl_is_yg,numeric
bnkcrdlvl_is_other,numeric
latesttrans_vintage,numeric
latesttrans1_vintage,numeric
CDCT017_is_na_num,numeric
CDCT018_is_na_num,numeric
CDCT019_is_na_num,numeric
CDCT017_is_s22,numeric
CDCT018_is_s22,numeric
CDCT019_is_s22,numeric
CDCT017_is_s24,numeric
CDCT018_is_s24,numeric
CDCT019_is_s24,numeric
CDCT017_is_s56,numeric
CDCT018_is_s56,numeric
CDCT019_is_s56,numeric
CDMC295_is_na_num,numeric
CDMC302_is_na_num,numeric
CDMC309_is_na_num,numeric
CDMC316_is_na_num,numeric
CDMC323_is_na_num,numeric
CDMC289_is_na_num,numeric
CDMC296_is_na_num,numeric
CDMC303_is_na_num,numeric
CDMC310_is_na_num,numeric
CDMC317_is_na_num,numeric
CDMC292_is_na_num,numeric
CDMC299_is_na_num,numeric
CDMC306_is_na_num,numeric
CDMC313_is_na_num,numeric
CDMC320_is_na_num,numeric
CDMC295_is_4814,numeric
CDMC302_is_4814,numeric
CDMC309_is_4814,numeric
CDMC316_is_4814,numeric
CDMC323_is_4814,numeric
CDMC289_is_4814,numeric
CDMC296_is_4814,numeric
CDMC303_is_4814,numeric
CDMC310_is_4814,numeric
CDMC317_is_4814,numeric
CDMC292_is_4814,numeric
CDMC299_is_4814,numeric
CDMC306_is_4814,numeric
CDMC313_is_4814,numeric
CDMC320_is_4814,numeric
CDMC295_is_5933,numeric
CDMC302_is_5933,numeric
CDMC309_is_5933,numeric
CDMC316_is_5933,numeric
CDMC323_is_5933,numeric
CDMC289_is_5933,numeric
CDMC296_is_5933,numeric
CDMC303_is_5933,numeric
CDMC310_is_5933,numeric
CDMC317_is_5933,numeric
CDMC292_is_5933,numeric
CDMC299_is_5933,numeric
CDMC306_is_5933,numeric
CDMC313_is_5933,numeric
CDMC320_is_5933,numeric
CDMC295_is_6011,numeric
CDMC302_is_6011,numeric
CDMC309_is_6011,numeric
CDMC316_is_6011,numeric
CDMC323_is_6011,numeric
CDMC289_is_6011,numeric
CDMC296_is_6011,numeric
CDMC303_is_6011,numeric
CDMC310_is_6011,numeric
CDMC317_is_6011,numeric
CDMC292_is_6011,numeric
CDMC299_is_6011,numeric
CDMC306_is_6011,numeric
CDMC313_is_6011,numeric
CDMC320_is_6011,numeric
CDMC295_is_4900,numeric
CDMC302_is_4900,numeric
CDMC309_is_4900,numeric
CDMC316_is_4900,numeric
CDMC323_is_4900,numeric
CDMC289_is_4900,numeric
CDMC296_is_4900,numeric
CDMC303_is_4900,numeric
CDMC310_is_4900,numeric
CDMC317_is_4900,numeric
CDMC292_is_4900,numeric
CDMC299_is_4900,numeric
CDMC306_is_4900,numeric
CDMC313_is_4900,numeric
CDMC320_is_4900,numeric
CDMC295_is_4899,numeric
CDMC302_is_4899,numeric
CDMC309_is_4899,numeric
CDMC316_is_4899,numeric
CDMC323_is_4899,numeric
CDMC289_is_4899,numeric
CDMC296_is_4899,numeric
CDMC303_is_4899,numeric
CDMC310_is_4899,numeric
CDMC317_is_4899,numeric
CDMC292_is_4899,numeric
CDMC299_is_4899,numeric
CDMC306_is_4899,numeric
CDMC313_is_4899,numeric
CDMC320_is_4899,numeric
CDMC295_is_5960,numeric
CDMC302_is_5960,numeric
CDMC309_is_5960,numeric
CDMC316_is_5960,numeric
CDMC323_is_5960,numeric
CDMC289_is_5960,numeric
CDMC296_is_5960,numeric
CDMC303_is_5960,numeric
CDMC310_is_5960,numeric
CDMC317_is_5960,numeric
CDMC292_is_5960,numeric
CDMC299_is_5960,numeric
CDMC306_is_5960,numeric
CDMC313_is_5960,numeric
CDMC320_is_5960,numeric
CDMC295_is_9498,numeric
CDMC302_is_9498,numeric
CDMC309_is_9498,numeric
CDMC316_is_9498,numeric
CDMC323_is_9498,numeric
CDMC289_is_9498,numeric
CDMC296_is_9498,numeric
CDMC303_is_9498,numeric
CDMC310_is_9498,numeric
CDMC317_is_9498,numeric
CDMC292_is_9498,numeric
CDMC299_is_9498,numeric
CDMC306_is_9498,numeric
CDMC313_is_9498,numeric
CDMC320_is_9498,numeric
CDMC295_is_5398,numeric
CDMC302_is_5398,numeric
CDMC309_is_5398,numeric
CDMC316_is_5398,numeric
CDMC323_is_5398,numeric
CDMC289_is_5398,numeric
CDMC296_is_5398,numeric
CDMC303_is_5398,numeric
CDMC310_is_5398,numeric
CDMC317_is_5398,numeric
CDMC292_is_5398,numeric
CDMC299_is_5398,numeric
CDMC306_is_5398,numeric
CDMC313_is_5398,numeric
CDMC320_is_5398,numeric
CDMC295_is_6012,numeric
CDMC302_is_6012,numeric
CDMC309_is_6012,numeric
CDMC316_is_6012,numeric
CDMC323_is_6012,numeric
CDMC289_is_6012,numeric
CDMC296_is_6012,numeric
CDMC303_is_6012,numeric
CDMC310_is_6012,numeric
CDMC317_is_6012,numeric
CDMC292_is_6012,numeric
CDMC299_is_6012,numeric
CDMC306_is_6012,numeric
CDMC313_is_6012,numeric
CDMC320_is_6012,numeric
CDMC295_is_8398,numeric
CDMC302_is_8398,numeric
CDMC309_is_8398,numeric
CDMC316_is_8398,numeric
CDMC323_is_8398,numeric
CDMC289_is_8398,numeric
CDMC296_is_8398,numeric
CDMC303_is_8398,numeric
CDMC310_is_8398,numeric
CDMC317_is_8398,numeric
CDMC292_is_8398,numeric
CDMC299_is_8398,numeric
CDMC306_is_8398,numeric
CDMC313_is_8398,numeric
CDMC320_is_8398,numeric
CDMC295_is_5411,numeric
CDMC302_is_5411,numeric
CDMC309_is_5411,numeric
CDMC316_is_5411,numeric
CDMC323_is_5411,numeric
CDMC289_is_5411,numeric
CDMC296_is_5411,numeric
CDMC303_is_5411,numeric
CDMC310_is_5411,numeric
CDMC317_is_5411,numeric
CDMC292_is_5411,numeric
CDMC299_is_5411,numeric
CDMC306_is_5411,numeric
CDMC313_is_5411,numeric
CDMC320_is_5411,numeric
CDTB150_is_na_num,numeric
CDTB151_is_na_num,numeric
CDTB268_is_na_num,numeric
CDTB269_is_na_num,numeric
CDTB270_is_na_num,numeric
CDTB275_is_na_num,numeric
CDTB280_is_na_num,numeric
CDTB285_is_na_num,numeric
CDTB272_is_na_num,numeric
CDTB277_is_na_num,numeric
CDTB282_is_na_num,numeric
CDTC058_is_na_num,numeric
CDTC059_is_na_num,numeric
CDTC060_is_na_num,numeric
CDTB153_is_na_num,numeric
CDTB150_length,numeric
CDTB151_length,numeric
CDTB268_length,numeric
CDTB269_length,numeric
CDTB270_length,numeric
CDTB275_length,numeric
CDTB280_length,numeric
CDTB285_length,numeric
CDTB272_length,numeric
CDTB277_length,numeric
CDTB282_length,numeric
CDTC058_length,numeric
CDTC059_length,numeric
CDTC060_length,numeric
CDTB153_length,numeric